bet_id,timestamp,city,station,question,slug,market_id,yes_token,end_date,bucket_low_f,bucket_high_f,is_open_ended_low,is_open_ended_high,side,ask_price,stake,shares,gross_if_win,fee_if_win,net_profit_if_win,net_loss_if_lose,ensemble_prob,edge_pct,gfs_mean_f,ecmwf_mean_f,n_members,brain_multiplier,brain_rationale,status,result,actual_high_f,settled_at,pnl,is_test,metric,display_unit
highest-temperature-in-miami-on-august-8-2026-94-95f__2026-08-07T1232,2026-08-07T12:32:41Z,Miami,KMIA,Will the highest temperature in Miami be between 94-95°F on August 8?,highest-temperature-in-miami-on-august-8-2026-94-95f,3393223,92016938760792077783025985537934861095567786413113085217323797822808682539804,2026-08-08T12:00:00Z,94.0,95.0,False,False,YES,0.05,71.14551066328353,1422.9102,1422.9102,28.4582,1323.3065,-71.1455,0.179,12.9,89.7,88.0,206,1.0,,settled,LOST,90.0,2026-08-09T08:00:23Z,-71.1455,N,high,f
highest-temperature-in-seattle-on-august-8-2026-84-85f__2026-08-07T2330,2026-08-07T23:30:25Z,Seattle,KSEA,Will the highest temperature in Seattle be between 84-85°F on August 8?,highest-temperature-in-seattle-on-august-8-2026-84-85f,3393168,11334654989922067883412634328735909395427554011419692059757328966511034299369,2026-08-08T12:00:00Z,84.0,85.0,False,False,YES,0.12,39.044281382575754,325.369,325.369,6.5074,279.8173,-39.0443,0.1879,6.79,84.6,82.9,206,1.0,,settled,WON,84.4,2026-08-09T08:00:24Z,279.8173,N,high,f
highest-temperature-in-denver-on-august-9-2026-92-93f__2026-08-08T0330,2026-08-08T03:30:24Z,Denver,KBKF,Will the highest temperature in Denver be between 92-93°F on August 9?,highest-temperature-in-denver-on-august-9-2026-92-93f,3413010,17430327034785628423834918320107801442616683508402416939222919100828513504069,2026-08-09T12:00:00Z,92.0,93.0,False,False,NO,0.06,100.0,106.383,106.383,2.1277,4.2553,-100.0,0.007,5.3,98.0,98.0,206,1.0,,settled,WON,97.7,2026-08-10T08:00:25Z,4.2553,N,high,f
highest-temperature-in-dallas-on-august-9-2026-96-97f__2026-08-08T0700,2026-08-08T07:00:16Z,Dallas,KDAL,Will the highest temperature in Dallas be between 96-97°F on August 9?,highest-temperature-in-dallas-on-august-9-2026-96-97f,3412947,111884966049460786734372482654853356321484113053253473453625726525477912070661,2026-08-09T12:00:00Z,96.0,97.0,False,False,NO,0.08,100.0,108.6957,108.6957,2.1739,6.5218,-100.0,0.0,8.0,101.6,101.0,206,1.0,,settled,LOST,96.8,2026-08-10T08:00:27Z,-100.0,N,high,f
highest-temperature-in-nyc-on-august-10-2026-94-95f__2026-08-09T1900,2026-08-09T19:00:13Z,New York City,KLGA,Will the highest temperature in New York City be between 94-95°F on August 10?,highest-temperature-in-nyc-on-august-10-2026-94-95f,3433864,32348856002379380210890489126044004830186507525943455017537320938951889991824,2026-08-10T12:00:00Z,94.0,95.0,False,False,YES,0.17,70.37203725429887,413.9532,413.9532,8.2791,335.3021,-70.372,0.2779,10.79,93.3,92.6,206,1.0,,settled,LOST,91.4,2026-08-11T08:00:34Z,-70.372,N,high,f
highest-temperature-in-chicago-on-august-10-2026-82-83f__2026-08-10T0000,2026-08-10T00:00:15Z,Chicago,KORD,Will the highest temperature in Chicago be between 82-83°F on August 10?,highest-temperature-in-chicago-on-august-10-2026-82-83f,3433906,50511125959633901881240553955764610496824318554450458042844471238592705724430,2026-08-10T12:00:00Z,82.0,83.0,False,False,NO,0.28,100.0,138.8889,138.8889,2.7778,36.1111,-100.0,0.136,14.4,87.5,86.1,206,1.0,,settled,WON,86.2,2026-08-11T08:00:35Z,36.1111,N,high,f
highest-temperature-in-denver-on-august-12-2026-94-95f__2026-08-11T0200,2026-08-11T02:00:34Z,Denver,KBKF,Will the highest temperature in Denver be between 94-95°F on August 12?,highest-temperature-in-denver-on-august-12-2026-94-95f,3504755,19141273107539965322817541805829150710163796157539333350042395551656160394722,2026-08-12T12:00:00Z,94.0,95.0,False,False,NO,0.29,100.0,140.8451,140.8451,2.8169,38.0282,-100.0,0.1632,12.68,93.0,91.9,206,1.0,,settled,LOST,93.9,2026-08-13T08:00:32Z,-100.0,N,high,f
highest-temperature-in-miami-on-august-12-2026-96-97f__2026-08-11T0230,2026-08-11T02:30:18Z,Miami,KMIA,Will the highest temperature in Miami be between 96-97°F on August 12?,highest-temperature-in-miami-on-august-12-2026-96-97f,3504725,46203004775831053458174980543349347168062318059207856649254450509412343626398,2026-08-12T12:00:00Z,96.0,97.0,False,False,YES,0.07,48.23586234072345,689.0837,689.0837,13.7817,627.0662,-48.2359,0.1598,8.98,89.7,89.7,206,1.0,,settled,LOST,93.9,2026-08-13T08:00:33Z,-48.2359,N,high,f
highest-temperature-in-miami-on-august-12-2026-94-95f__2026-08-11T0530,2026-08-11T05:30:19Z,Miami,KMIA,Will the highest temperature in Miami be between 94-95°F on August 12?,highest-temperature-in-miami-on-august-12-2026-94-95f,3504724,40316192553489016562136844515401157378345007956742869118258916821331812167882,2026-08-12T12:00:00Z,94.0,95.0,False,False,NO,0.33,71.5892004049777,106.8496,106.8496,2.137,33.1234,-71.5892,0.1721,15.79,89.7,90.2,206,1.0,,settled,LOST,93.9,2026-08-13T08:00:35Z,-71.5892,N,high,f
highest-temperature-in-dallas-on-august-12-2026-98-99f__2026-08-11T1430,2026-08-11T14:30:18Z,Dallas,KDAL,Will the highest temperature in Dallas be between 98-99°F on August 12?,highest-temperature-in-dallas-on-august-12-2026-98-99f,3504698,54394320429398496861819082052301223179241694290644970807581935628379600768759,2026-08-12T12:00:00Z,98.0,99.0,False,False,NO,0.16,100.0,119.0476,119.0476,2.381,16.6666,-100.0,0.0525,10.75,103.7,103.1,206,1.0,,settled,WON,102.0,2026-08-13T08:00:36Z,16.6666,N,high,f
highest-temperature-in-chicago-on-august-12-2026-80-81f__2026-08-11T1700,2026-08-11T17:00:21Z,Chicago,KORD,Will the highest temperature in Chicago be between 80-81°F on August 12?,highest-temperature-in-chicago-on-august-12-2026-80-81f,3504731,80691732800659378442957944617665607527886496689938021143966841984117225871437,2026-08-12T12:00:00Z,80.0,81.0,False,False,NO,0.25,63.27641725429885,84.3686,84.3686,1.6874,19.4048,-63.2764,0.1382,11.18,84.4,84.2,206,1.0,,settled,WON,84.9,2026-08-13T08:00:36Z,19.4048,N,high,f
highest-temperature-in-san-francisco-on-august-14-2026-70-71f__2026-08-13T1100,2026-08-13T11:00:20Z,San Francisco,KSFO,Will the highest temperature in San Francisco be between 70-71°F on August 14?,highest-temperature-in-san-francisco-on-august-14-2026-70-71f,3555715,92909831263831427867577038691363121859610093717961973796930614531037046029339,2026-08-14T12:00:00Z,70.0,71.0,False,False,YES,0.13,61.654317763467006,474.264,474.264,9.4853,403.1244,-61.6543,0.2346,10.46,70.1,69.9,206,1.0,,settled,LOST,67.6,2026-08-15T08:00:21Z,-61.6543,N,high,f
highest-temperature-in-seattle-on-august-14-2026-82-83f__2026-08-13T1730,2026-08-13T17:30:12Z,Seattle,KSEA,Will the highest temperature in Seattle be between 82-83°F on August 14?,highest-temperature-in-seattle-on-august-14-2026-82-83f,3555603,111816799227905826362291465124065250536078340655746725424439585664628638203852,2026-08-14T12:00:00Z,82.0,83.0,False,False,NO,0.25,100.0,133.3333,133.3333,2.6667,30.6666,-100.0,0.1932,5.68,81.6,82.0,206,1.0,,settled,WON,81.1,2026-08-15T08:00:22Z,30.6666,N,high,f
highest-temperature-in-atlanta-on-august-14-2026-98-99f__2026-08-13T2030,2026-08-13T20:30:16Z,Atlanta,KATL,Will the highest temperature in Atlanta be between 98-99°F on August 14?,highest-temperature-in-atlanta-on-august-14-2026-98-99f,3555637,7084977958585150312471534407406027490687782460853170613719562687997888152823,2026-08-14T12:00:00Z,98.0,99.0,False,False,YES,0.1,42.78400836902987,427.8401,427.8401,8.5568,376.4993,-42.784,0.1815,8.15,97.0,96.3,206,1.0,,settled,LOST,90.9,2026-08-15T08:00:23Z,-42.784,N,high,f
highest-temperature-in-seattle-on-august-14-2026-76-77f__2026-08-13T2300,2026-08-13T23:00:17Z,Seattle,KSEA,Will the highest temperature in Seattle be between 76-77°F on August 14?,highest-temperature-in-seattle-on-august-14-2026-76-77f,3555600,106353371697368455067033629030447271429372406881878828970377240492780850358306,2026-08-14T12:00:00Z,76.0,77.0,False,False,NO,0.15,100.0,117.6471,117.6471,2.3529,15.2942,-100.0,0.0593,9.07,82.2,82.3,206,1.0,,settled,WON,81.1,2026-08-15T08:00:23Z,15.2942,N,high,f
highest-temperature-in-nyc-on-august-15-2026-80-81f__2026-08-14T1230,2026-08-14T12:30:17Z,New York City,KLGA,Will the highest temperature in New York City be between 80-81°F on August 15?,highest-temperature-in-nyc-on-august-15-2026-80-81f,3575087,50856734358405845516719922038716146428501608078664091926720430803747027523461,2026-08-15T12:00:00Z,80.0,81.0,False,False,NO,0.09,44.989773867503175,49.4393,49.4393,0.9888,3.4607,-44.9898,0.0208,6.92,85.7,85.8,206,1.0,,open,,,,,N,high,f
highest-temperature-in-nyc-on-august-16-2026-84-85f__2026-08-16T0230,2026-08-16T02:30:29Z,New York City,KLGA,Will the highest temperature in New York City be between 84-85°F on August 16?,highest-temperature-in-nyc-on-august-16-2026-84-85f,3614354,7750538494313474438947507740286244245217693827276153515440521621233137968239,2026-08-16T12:00:00Z,84.0,85.0,False,False,YES,0.1,100.0,1000.0,1000.0,20.0,880.0,-100.0,0.3011,20.11,82.4,83.7,206,1.0,,open,,,,,N,high,f
